scenario,policy,seed,coupling,first_divergence_window,shared_prefix_sev_equal
ton_full,point,7020,proposal-coupled,-1,True
ton_full,point,7021,seed-paired (diverged),35,True
ton_full,point,7022,proposal-coupled,-1,True
ton_full,point,7023,proposal-coupled,-1,True
ton_full,point,7024,proposal-coupled,-1,True
ton_full,point,7025,seed-paired (diverged),76,True
ton_full,point,7026,proposal-coupled,-1,True
ton_full,point,7027,seed-paired (diverged),46,True
ton_full,point,7028,proposal-coupled,-1,True
ton_full,point,7029,proposal-coupled,-1,True
ton_full,point,7030,seed-paired (diverged),59,True
ton_full,strict,7001,proposal-coupled,-1,True
ton_full,strict,7002,seed-paired (diverged),84,True
ton_full,strict,7003,seed-paired (diverged),87,True
ton_full,strict,7004,proposal-coupled,-1,True
ton_full,strict,7005,seed-paired (diverged),84,True
ton_full,strict,7006,proposal-coupled,-1,True
ton_full,strict,7007,proposal-coupled,-1,True
ton_full,strict,7008,proposal-coupled,-1,True
ton_full,strict,7009,seed-paired (diverged),72,True
ton_full,strict,7010,proposal-coupled,-1,True
ton_full,strict,7011,proposal-coupled,-1,True
ton_full,strict,7012,proposal-coupled,-1,True
ton_full,strict,7013,proposal-coupled,-1,True
ton_full,strict,7014,seed-paired (diverged),42,True
ton_full,strict,7015,proposal-coupled,-1,True
ton_full,strict,7016,proposal-coupled,-1,True
ton_full,strict,7017,seed-paired (diverged),47,True
ton_full,strict,7018,proposal-coupled,-1,True
ton_full,strict,7019,proposal-coupled,-1,True
ton_full,strict,7020,proposal-coupled,-1,True
ton_full,strict,7021,proposal-coupled,-1,True
ton_full,strict,7022,proposal-coupled,-1,True
ton_full,strict,7023,proposal-coupled,-1,True
ton_full,strict,7024,proposal-coupled,-1,True
ton_full,strict,7025,proposal-coupled,-1,True
ton_full,strict,7026,proposal-coupled,-1,True
ton_full,strict,7027,proposal-coupled,-1,True
ton_full,strict,7028,proposal-coupled,-1,True
ton_full,strict,7029,proposal-coupled,-1,True
ton_full,strict,7030,proposal-coupled,-1,True
