severity,method,traffic_volume,window_size,estimated_total_windows,post_alarm_rate,false_alarm_rate,clean_adaptation_gain,degradation_area,detected_drift_flow_equiv,missed_drift_flow_equiv,scaled_clean_gain_units,scaled_degradation_units,post_alarm_delta_vs_mmd,false_alarm_delta_vs_mmd,clean_gain_delta_vs_mmd,degradation_area_delta_vs_mmd,additional_detected_flow_equiv_vs_mmd,clean_gain_units_delta_vs_mmd,degradation_units_saved_vs_mmd,false_alarm_flow_equiv_delta_vs_mmd,quantum_candidate_zone,quantum_strong_operational_zone,quantum_strict_operational_zone
0.5,QK-MMD ZZ,100000,128,781.25,0.27,0.0333333333333333,0.1212499999999999,0.0226953125,27000.0,73000.0,12124.999999999989,2269.53125,0.05333333333333343,0.0333333333333333,-0.005455729166666687,0.0013151041666666988,5333.333333333343,-545.5729166666687,-131.51041666666987,3333.33333333333,True,False,False
0.5,QK-MMD PauliXZ,1000000,128,7812.5,0.2766666666666666,0.0333333333333333,0.1214973958333332,0.0224479166666666,276666.6666666666,723333.3333333334,121497.3958333332,22447.9166666666,0.060000000000000026,0.0333333333333333,-0.005208333333333384,0.001067708333333299,60000.00000000003,-5208.333333333384,-1067.708333333299,33333.3333333333,True,False,False
0.5,QK-MMD ZZ,1000000,128,7812.5,0.27,0.0333333333333333,0.1212499999999999,0.0226953125,270000.0,730000.0,121249.9999999999,22695.3125,0.05333333333333343,0.0333333333333333,-0.005455729166666687,0.0013151041666666988,53333.33333333343,-5455.729166666687,-1315.1041666666988,33333.3333333333,True,False,False
0.75,QK-MMD PauliXZ,10000,128,78.125,0.3583333333333333,0.0333333333333333,0.1908723958333333,0.0353385416666666,3583.333333333333,6416.666666666667,1908.7239583333328,353.385416666666,0.08166666666666667,0.0,7.812499999998446e-05,0.0,816.6666666666666,0.7812499999998446,0.0,0.0,True,False,False
0.75,QK-MMD ZZ,10000,128,78.125,0.3483333333333333,0.0333333333333333,0.1908723958333333,0.0353385416666666,3483.3333333333326,6516.666666666667,1908.7239583333328,353.385416666666,0.07166666666666666,0.0,7.812499999998446e-05,0.0,716.6666666666665,0.7812499999998446,0.0,0.0,True,False,False
0.75,QK-MMD PauliXZ,100000,128,781.25,0.3583333333333333,0.0333333333333333,0.1908723958333333,0.0353385416666666,35833.33333333333,64166.66666666667,19087.23958333333,3533.8541666666597,0.08166666666666667,0.0,7.812499999998446e-05,0.0,8166.666666666667,7.812499999998446,0.0,0.0,True,False,False
0.75,QK-MMD ZZ,100000,128,781.25,0.3483333333333333,0.0333333333333333,0.1908723958333333,0.0353385416666666,34833.33333333333,65166.66666666667,19087.23958333333,3533.8541666666597,0.07166666666666666,0.0,7.812499999998446e-05,0.0,7166.666666666666,7.812499999998446,0.0,0.0,True,False,False
0.75,QK-MMD PauliXZ,1000000,128,7812.5,0.3583333333333333,0.0333333333333333,0.1908723958333333,0.0353385416666666,358333.33333333326,641666.6666666667,190872.39583333328,35338.5416666666,0.08166666666666667,0.0,7.812499999998446e-05,0.0,81666.66666666667,78.12499999998445,0.0,0.0,True,False,False
0.75,QK-MMD ZZ,1000000,128,7812.5,0.3483333333333333,0.0333333333333333,0.1908723958333333,0.0353385416666666,348333.33333333326,651666.6666666667,190872.39583333328,35338.5416666666,0.07166666666666666,0.0,7.812499999998446e-05,0.0,71666.66666666666,78.12499999998445,0.0,0.0,True,False,False
1.0,QK-MMD PauliXZ,10000,128,78.125,0.7566666666666667,0.0333333333333333,0.2596484375,0.0468880208333333,7566.666666666667,2433.333333333333,2596.484375,468.88020833333303,0.3366666666666667,-0.0333333333333333,0.008528645833333404,0.0,3366.6666666666674,85.28645833333404,0.0,-333.333333333333,True,False,False
1.0,QK-MMD ZZ,10000,128,78.125,0.7266666666666667,0.0333333333333333,0.2596484375,0.0468880208333333,7266.666666666667,2733.333333333333,2596.484375,468.88020833333303,0.3066666666666667,-0.0333333333333333,0.008528645833333404,0.0,3066.666666666667,85.28645833333404,0.0,-333.333333333333,True,False,False
1.0,QK-MMD PauliXZ,100000,128,781.25,0.7566666666666667,0.0333333333333333,0.2596484375,0.0468880208333333,75666.66666666667,24333.33333333333,25964.84375,4688.80208333333,0.3366666666666667,-0.0333333333333333,0.008528645833333404,0.0,33666.66666666667,852.8645833333404,0.0,-3333.33333333333,True,False,False
1.0,QK-MMD ZZ,100000,128,781.25,0.7266666666666667,0.0333333333333333,0.2596484375,0.0468880208333333,72666.66666666667,27333.333333333332,25964.84375,4688.80208333333,0.3066666666666667,-0.0333333333333333,0.008528645833333404,0.0,30666.66666666667,852.8645833333404,0.0,-3333.33333333333,True,False,False
